rated,turns,game_result,winner,opening_moves,estimated_time,rating_difference
0,39,3,0,1,15.0,-34
0,36,2,2,2,15.0,34
1,46,3,2,2,8.0,0
1,101,3,0,5,10.0,85
1,62,3,2,4,13.0,-368
1,29,3,0,3,13.0,323
0,111,3,0,3,8.0,261
0,97,0,0,3,11.0,261
0,48,3,2,5,11.0,-297
0,91,0,0,5,25.0,269
0,92,3,2,3,25.0,-269
0,25,2,0,3,25.0,269
0,45,3,0,3,10.0,-65
0,101,0,0,3,10.0,65
1,32,3,2,3,8.0,117
1,17,0,0,2,15.0,441
1,17,2,0,1,17.0,577
1,23,2,0,1,10.0,326
1,9,2,2,1,10.0,-710
1,13,2,0,2,10.0,208
0,21,2,0,3,10.0,471
1,20,2,0,1,10.0,38
1,23,2,0,3,22.0,-90
1,47,3,0,1,12.0,-373
0,31,2,0,8,12.0,291
0,15,2,2,5,12.0,-220
1,115,2,0,7,25.0,315
1,71,2,0,7,25.0,-409
1,37,3,0,7,10.0,-326
0,53,2,2,6,10.0,326
0,31,0,0,5,13.0,-326
0,14,3,2,5,13.0,326
0,95,2,0,1,13.0,-326
0,107,3,0,4,20.0,326
1,70,3,2,6,30.0,-27
1,76,3,2,6,30.0,141
1,36,2,0,4,9.0,419
1,69,2,0,3,20.0,78
1,47,3,0,5,8.0,167
1,36,2,0,5,17.0,-209
1,73,3,0,7,17.0,50
1,104,2,2,4,18.0,55
1,21,2,0,4,18.0,81
1,12,2,0,4,18.0,13
1,35,0,0,6,18.0,38
1,64,2,2,7,18.0,-26
1,47,2,0,4,18.0,13
1,68,3,2,1,18.0,-16
1,100,2,2,4,18.0,-14
1,91,0,0,6,18.0,-1
1,81,2,0,5,18.0,93
1,112,0,2,8,18.0,213
1,69,2,0,5,18.0,163
1,119,3,0,5,18.0,2
1,123,2,0,9,18.0,-82
1,26,2,2,7,18.0,97
1,128,3,2,3,18.0,189
1,96,3,2,4,18.0,137
1,29,3,0,5,18.0,402
1,135,3,0,1,18.0,76
1,47,3,0,4,15.0,94
1,23,3,0,5,18.0,227
1,77,3,0,4,10.0,-39
1,47,3,0,4,10.0,-11
1,82,2,2,3,10.0,-120
1,39,2,0,6,25.0,32
1,31,2,2,2,40.0,-34
1,53,2,0,4,10.0,287
1,46,2,0,1,10.0,88
1,11,3,0,4,10.0,-276
1,32,3,2,4,12.0,184
1,50,2,2,6,16.0,233
1,57,2,0,3,11.0,-189
0,27,2,0,7,10.0,138
1,57,2,0,2,10.0,217
1,89,3,0,2,8.0,-201
1,58,0,2,5,10.0,195
1,68,2,2,5,10.0,-167
1,54,3,2,8,10.0,-69
1,113,3,0,10,10.0,18
1,64,3,2,5,8.0,-279
1,59,2,0,7,8.0,268
1,74,2,2,6,9.0,-233
1,47,2,0,8,10.0,337
1,117,3,0,4,13.0,74
1,30,0,2,4,10.0,-15
1,59,0,0,4,25.0,36
1,117,2,0,6,19.0,124
0,31,2,0,9,22.0,-193
1,55,2,0,6,10.0,-21
1,67,2,0,6,19.0,134
1,82,2,2,9,19.0,-118
1,53,2,0,5,31.0,-75
1,52,2,0,5,12.0,378
1,138,1,1,4,11.0,-209
1,46,2,2,8,13.0,-160
1,85,2,2,11,9.0,-101
1,43,2,0,4,22.0,-58
1,85,2,2,6,13.0,-43
1,49,2,0,3,18.0,18
1,91,3,0,6,15.0,24
1,69,3,0,3,15.0,-67
1,87,2,2,4,15.0,-64
1,114,2,2,5,15.0,179
1,56,2,2,3,15.0,10
1,34,3,2,2,20.0,-61
1,49,3,0,5,15.0,-81
1,59,2,0,2,17.0,65
1,86,2,0,5,28.0,216
1,85,2,0,8,11.0,-42
1,70,3,2,3,13.0,-201
1,38,3,2,4,15.0,15
1,46,2,2,2,25.0,3
1,51,2,0,4,13.0,70
1,74,2,2,3,10.0,-9
1,113,2,0,6,10.0,-4
1,13,0,0,5,13.0,10
1,46,3,2,3,13.0,16
1,29,2,2,5,13.0,57
1,59,2,0,7,21.0,-7
1,79,2,0,6,20.0,136
1,78,3,2,2,20.0,111
1,36,3,2,3,22.0,214
1,39,2,2,5,13.0,93
1,79,2,0,9,22.0,148
1,73,2,0,9,25.0,-57
1,34,2,2,8,22.0,-77
1,66,2,2,6,17.0,-128
0,22,3,2,7,25.0,-61
1,39,2,0,2,16.0,79
1,25,2,0,6,17.0,-156
1,51,2,0,5,12.0,119
1,95,2,0,3,10.0,27
1,45,2,0,3,17.0,-78
1,102,2,2,2,10.0,167
1,35,3,0,6,17.0,110
1,33,2,0,9,11.0,-14
1,56,3,2,3,20.0,23
1,117,3,0,5,20.0,12
1,63,3,0,9,13.0,89
1,62,2,2,3,13.0,157
1,66,1,1,3,20.0,46
1,50,2,2,7,20.0,45
1,113,2,0,3,15.0,-78
1,97,3,0,4,20.0,108
0,132,2,2,4,8.0,-35
1,24,0,2,3,21.0,-72
1,82,0,2,3,8.0,59
1,13,3,0,4,10.0,15
1,80,2,2,2,18.0,-470
0,33,2,0,9,8.0,4
0,6,2,2,4,8.0,-295
0,71,3,0,9,8.0,57
1,94,3,2,1,35.0,-208
1,86,3,2,1,35.0,238
0,46,3,2,2,40.0,-230
0,47,3,0,2,10.0,21
1,84,2,2,6,14.0,-182
0,34,3,2,1,22.0,-364
1,7,0,0,3,15.0,339
0,5,2,0,2,15.0,253
1,15,2,0,1,15.0,666
0,44,2,2,1,20.0,-804
1,39,2,0,2,11.0,397
1,53,2,0,3,33.0,650
1,19,2,0,2,10.0,573
1,9,3,0,2,33.0,652
1,30,0,2,3,20.0,49
1,75,0,0,3,18.0,19
1,80,3,2,3,10.0,-216
1,34,3,2,6,10.0,-166
1,29,3,0,9,10.0,138
1,14,1,1,6,10.0,-157
1,17,1,1,2,12.0,-80
1,63,0,0,4,8.0,445
1,115,3,0,3,10.0,-187
0,92,3,2,3,8.0,-98
0,75,3,0,4,8.0,-75
0,62,0,2,5,8.0,-116
0,57,2,0,4,8.0,181
0,43,3,0,4,8.0,-116
1,80,2,2,6,13.0,-23
1,75,2,0,4,17.0,-32
1,94,2,2,8,10.0,-63
1,37,2,0,9,8.0,27
1,48,2,0,4,19.0,-117
1,82,2,0,3,8.0,39
1,77,2,0,3,8.0,135
1,77,3,0,2,8.0,24
1,81,2,0,2,8.0,59
1,56,3,2,2,8.0,36
1,83,0,0,3,8.0,164
0,28,2,2,6,8.0,-311
1,45,3,0,2,8.0,-55
1,55,3,0,4,8.0,88
1,133,3,0,2,8.0,231
1,63,2,0,3,8.0,115
1,56,3,2,4,8.0,160
1,87,3,0,3,8.0,212
1,29,2,0,2,8.0,75
0,49,3,0,3,8.0,108
0,17,2,0,3,8.0,92
1,61,0,0,4,8.0,144
1,75,2,0,3,8.0,190
1,64,2,0,2,8.0,88
1,88,3,2,2,8.0,99
1,40,2,2,2,8.0,122
1,61,2,0,2,8.0,134
1,15,0,0,3,8.0,172
0,66,2,2,4,8.0,249
1,83,3,0,3,8.0,169
1,66,2,0,2,8.0,4
1,74,3,2,1,8.0,29
1,141,1,1,3,8.0,69
0,54,3,2,3,10.0,380
1,122,2,2,4,8.0,-252
1,58,0,2,2,10.0,6
1,105,1,1,2,10.0,298
1,38,2,2,6,10.0,257
1,68,2,2,2,17.0,28
1,63,2,0,3,10.0,58
1,59,2,0,6,8.0,174
1,72,3,2,2,18.0,112
1,53,3,0,2,28.0,-175
1,14,1,1,3,45.0,-44
1,19,3,0,6,13.0,13
1,116,3,2,3,23.0,16
1,49,2,0,5,16.0,-80
1,114,2,2,4,10.0,-23
1,57,2,2,2,16.0,58
1,36,2,2,2,20.0,-244
1,19,2,0,6,13.0,71
1,101,2,0,2,25.0,-72
0,58,2,2,4,12.0,61
1,95,3,0,7,13.0,34
1,71,3,0,4,13.0,84
1,118,3,2,6,10.0,42
1,52,3,2,3,10.0,69
1,23,3,0,3,15.0,-215
1,72,3,2,4,11.0,38
1,62,2,2,3,12.0,-46
1,103,2,0,2,22.0,-1
1,112,2,2,3,15.0,-81
1,80,2,2,6,13.0,-88
1,26,2,2,8,12.0,32
1,61,2,0,4,12.0,151
1,93,1,1,6,31.0,95
1,18,3,2,4,9.0,120
1,39,1,1,4,13.0,-25
1,22,2,2,6,49.0,48
1,44,2,2,2,11.0,-227
1,76,2,2,7,17.0,222
1,72,3,2,3,17.0,-196
1,52,3,2,2,13.0,-399
1,37,2,0,6,30.0,247
1,8,2,2,2,22.0,14
1,84,0,2,6,11.0,-97
1,103,3,0,3,28.0,-137
0,20,0,2,5,15.0,97
0,95,1,1,4,15.0,-97
0,56,2,2,15,8.0,-138
0,75,2,2,5,8.0,-129
0,36,3,2,8,8.0,-88
1,24,2,2,4,12.0,-398
1,83,3,0,6,12.0,815
1,55,3,0,5,10.0,464
1,96,3,2,5,10.0,-342
1,93,3,0,4,12.0,91
1,46,2,0,2,10.0,413
0,12,2,0,1,18.0,195
1,8,1,1,3,17.0,28
1,33,2,0,4,15.0,-67
1,4,2,0,3,10.0,102
1,11,2,0,4,10.0,80
1,9,2,0,4,17.0,255
1,11,2,0,1,10.0,302
1,21,2,0,4,10.0,294
1,13,2,0,4,15.0,51
1,40,2,2,2,16.0,58
1,54,2,2,2,20.0,171
1,16,2,0,4,10.0,594
1,11,2,0,4,10.0,64
1,73,2,2,3,26.0,-63
1,8,2,2,2,10.0,-307
1,24,3,2,3,20.0,-41
1,17,2,0,4,15.0,479
1,15,2,0,2,22.0,269
0,24,2,2,2,9.0,-600
1,57,3,0,5,30.0,-159
1,19,3,0,9,30.0,145
1,63,2,0,3,20.0,25
1,64,2,2,8,22.0,321
1,23,2,0,9,22.0,18
1,100,2,2,3,45.0,-381
1,64,3,2,3,20.0,-129
1,85,2,0,5,45.0,284
1,53,2,0,2,10.0,193
1,88,2,2,6,21.0,-175
1,17,1,1,3,11.0,-321
1,41,2,0,4,25.0,349
1,46,2,2,4,30.0,-227
1,61,3,0,5,20.0,140
1,93,2,0,5,30.0,59
1,29,2,2,4,20.0,-106
1,51,3,0,7,45.0,-60
1,62,2,2,8,41.0,-167
1,59,3,0,8,18.0,-282
1,39,2,0,7,30.0,-42
1,118,1,1,5,18.0,360
1,104,2,0,4,25.0,65
1,24,2,2,3,17.0,-382
1,58,3,2,5,30.0,-9
1,73,2,2,6,14.0,-163
1,41,2,0,3,25.0,52
1,10,2,0,7,18.0,77
1,35,3,0,3,18.0,-106
1,21,2,0,4,13.0,120
1,47,2,0,6,30.0,505
1,91,2,0,5,30.0,96
1,41,2,2,4,17.0,-235
1,53,3,0,6,18.0,-108
1,96,2,2,4,48.0,-290
1,19,2,0,4,9.0,157
1,102,2,0,8,32.0,264
1,67,1,1,2,22.0,-466
1,26,2,0,5,17.0,4
1,141,1,1,3,18.0,-103
1,131,2,0,5,20.0,294
1,58,2,0,9,15.0,449
1,63,2,0,2,25.0,-20
0,22,3,2,1,20.0,-234
0,35,3,0,2,20.0,234
1,19,3,0,3,15.0,97
0,9,1,1,2,16.0,148
0,16,0,2,2,16.0,-159
0,45,3,0,4,16.0,159
0,10,3,2,1,16.0,-159
0,21,0,0,2,16.0,159
1,21,0,0,2,15.0,118
1,4,2,2,1,15.0,-128
0,65,3,0,2,15.0,738
1,39,2,2,1,30.0,-218
0,38,2,2,1,10.0,-103
0,30,0,2,2,8.0,-197
1,29,2,2,8,15.0,23
1,35,2,0,6,10.0,-9
1,39,2,0,7,14.0,-14
1,51,3,0,2,30.0,165
0,84,2,2,4,15.0,370
1,27,2,0,10,23.0,-194
1,43,3,0,6,17.0,281
0,19,2,0,4,17.0,-240
1,27,2,0,5,10.0,-65
1,40,2,0,4,15.0,-160
1,89,2,0,5,15.0,145
1,22,3,2,3,8.0,143
1,84,3,2,5,11.0,-25
0,55,2,0,5,10.0,-418
1,33,2,0,4,15.0,217
1,65,2,0,4,13.0,-40
1,32,2,2,4,13.0,69
1,28,2,2,4,13.0,-48
1,52,2,2,4,13.0,78
1,49,2,0,1,14.0,6
1,69,2,0,7,8.0,-137
1,83,2,0,7,10.0,128
1,114,1,1,4,13.0,-33
1,126,3,2,2,15.0,55
1,30,2,2,4,10.0,170
1,78,3,2,3,18.0,164
1,49,0,0,4,10.0,161
1,101,3,0,3,16.0,154
1,51,3,0,4,10.0,-34
1,73,3,0,4,8.0,-111
1,66,3,2,4,14.0,122
1,84,2,2,5,9.0,182
1,46,3,2,4,10.0,46
1,85,3,0,4,11.0,174
0,55,3,0,4,15.0,101
1,51,3,0,4,25.0,60
1,93,3,0,3,15.0,-22
1,31,3,0,4,11.0,-15
0,51,2,0,6,15.0,90
1,54,3,2,4,11.0,27
1,38,2,2,6,9.0,133
1,30,0,2,3,12.0,-186
1,98,2,2,5,25.0,-4
1,50,2,2,6,35.0,122
1,23,2,0,6,35.0,-68
1,56,0,2,7,25.0,2
1,33,1,1,4,29.0,-125
1,48,2,0,7,21.0,-75
1,68,2,2,8,26.0,-303
1,37,2,0,8,15.0,130
0,75,2,0,3,32.0,16
0,34,3,2,2,13.0,-234
0,57,3,0,8,20.0,1
0,68,3,2,14,15.0,4
0,60,0,2,7,10.0,244
0,48,2,0,2,20.0,71
0,75,2,2,5,20.0,-21
0,30,2,2,5,15.0,-345
1,113,2,0,3,20.0,103
1,55,3,0,1,50.0,6
1,75,3,0,1,50.0,-53
1,78,3,2,3,15.0,-163
1,20,2,2,4,20.0,-2
1,62,0,2,5,10.0,-206
1,48,3,2,1,17.0,-289
1,66,2,2,4,8.0,320
1,75,0,0,2,8.0,687
1,62,0,2,4,15.0,189
1,44,3,2,1,33.0,-120
1,39,3,0,7,10.0,-50
1,94,3,2,4,10.0,125
1,41,2,0,3,10.0,102
1,6,0,2,2,10.0,-90
1,68,0,2,5,9.0,-502
1,55,3,0,1,8.0,153
1,101,3,0,3,25.0,148
1,34,3,2,3,16.0,-335
1,21,3,0,5,16.0,308
1,82,3,2,5,10.0,26
1,51,3,0,9,26.0,659
1,48,3,2,7,12.0,222
1,13,2,0,5,8.0,150
1,75,0,0,3,14.0,-41
1,35,3,0,4,15.0,-13
1,108,0,2,5,19.0,-29
1,53,3,0,3,13.0,37
1,52,2,2,8,23.0,28
1,59,2,0,3,17.0,-95
1,78,3,2,3,12.0,-31
1,74,3,2,2,11.0,72
1,104,3,2,4,15.0,2
1,82,3,2,4,13.0,-77
1,88,2,2,4,22.0,66
1,61,3,0,6,18.0,15
1,73,2,0,6,23.0,-9
1,77,2,0,2,30.0,55
1,122,1,1,3,20.0,-12
1,67,3,0,12,10.0,28
1,23,0,0,6,12.0,102
1,50,2,2,3,16.0,13
1,49,3,0,10,17.0,-30
1,33,0,0,7,10.0,56
1,89,3,0,3,17.0,19
1,37,3,0,9,25.0,51
1,110,3,2,1,30.0,13
1,46,2,2,6,18.0,-31
1,77,0,0,1,15.0,-34
1,18,2,2,4,13.0,-27
1,117,1,1,3,23.0,-105
1,55,2,0,3,23.0,52
1,72,2,2,6,23.0,-123
1,58,2,2,6,16.0,30
1,75,2,0,3,15.0,108
1,14,2,2,2,30.0,-38
1,34,2,2,3,20.0,25
1,48,3,2,5,19.0,-39
1,110,3,2,3,17.0,5
1,54,2,2,5,17.0,60
0,35,3,0,2,26.0,13
1,37,0,0,5,17.0,55
1,52,3,2,2,30.0,37
1,71,2,0,5,12.0,9
1,60,3,2,8,10.0,61
1,86,2,2,4,17.0,-81
1,77,3,0,5,20.0,38
1,8,2,0,2,14.0,392
0,62,3,2,3,8.0,-393
1,37,3,0,2,10.0,360
1,32,3,2,3,15.0,-54
1,19,3,0,3,21.0,0
0,54,2,2,4,27.0,401
1,67,3,0,2,12.0,-223
0,55,2,0,9,8.0,-269
0,47,3,0,18,10.0,-32
0,52,2,2,7,10.0,27
0,137,1,1,5,10.0,-134
0,48,1,1,5,10.0,-127
0,60,2,2,8,8.0,-241
0,131,0,0,6,8.0,231
0,42,2,2,9,8.0,-221
1,56,2,0,7,30.0,-60
1,37,2,2,9,30.0,191
1,55,2,0,8,11.0,-23
1,36,0,2,4,30.0,-250
1,23,3,0,8,30.0,-181
1,40,2,2,3,30.0,94
1,85,3,0,4,30.0,-22
1,48,2,0,4,30.0,440
1,7,2,0,4,30.0,304
1,35,3,0,7,30.0,-244
1,19,2,2,10,8.0,163
1,56,2,0,7,30.0,259
0,100,2,2,7,30.0,-129
0,46,2,2,7,30.0,129
1,65,3,0,5,30.0,256
1,48,2,2,12,30.0,-14
1,25,2,0,7,30.0,10
1,39,2,0,5,30.0,373
1,88,2,2,6,30.0,-130
1,53,3,0,5,30.0,49
1,16,2,2,4,30.0,9
1,29,0,0,2,30.0,-100
1,28,0,2,7,30.0,-150
1,56,2,2,3,30.0,-5
1,73,2,2,4,30.0,-52
1,70,2,2,7,30.0,-144
1,49,2,0,5,30.0,78
1,7,0,0,6,30.0,135
1,44,2,2,7,30.0,61
1,98,1,1,7,30.0,29
1,61,2,2,5,30.0,49
1,50,2,2,4,30.0,-221
1,57,2,0,5,30.0,-190
1,39,2,0,4,30.0,371
1,42,3,2,4,30.0,273
1,28,2,2,8,30.0,-98
1,81,3,0,8,15.0,221
1,66,2,2,6,21.0,106
1,132,2,2,4,10.0,-152
0,59,2,0,3,10.0,-102
0,41,3,0,3,10.0,0
0,42,2,2,3,10.0,-100
0,85,2,0,5,10.0,-48
0,37,1,1,4,10.0,-42
1,51,2,0,6,13.0,49
1,73,2,0,8,13.0,870
1,81,2,0,8,13.0,-314
1,37,3,0,5,8.0,263
1,46,2,2,3,8.0,54
1,94,0,2,9,10.0,137
1,85,3,0,4,10.0,270
1,95,3,0,5,10.0,-8
1,106,2,2,5,10.0,166
1,58,3,2,3,10.0,-349
1,10,2,0,3,8.0,-119
1,14,2,0,4,10.0,265
1,48,3,2,4,10.0,-137
0,38,3,2,4,8.0,-202
1,85,3,0,1,10.0,-38
1,68,2,2,3,10.0,-158
1,13,2,0,3,10.0,144
1,101,2,0,1,10.0,-49
1,58,2,2,4,10.0,-279
1,54,2,2,4,10.0,-88
1,72,2,2,1,10.0,113
1,73,2,0,4,10.0,162
1,86,0,2,3,10.0,-62
1,118,0,1,3,10.0,-197
1,54,2,2,1,10.0,30
1,134,0,2,4,10.0,-46
1,96,2,0,3,10.0,81
1,70,0,2,3,10.0,-63
1,51,2,0,4,10.0,133
1,75,2,2,3,10.0,-86
1,45,2,0,4,10.0,42
1,63,2,0,1,10.0,618
1,75,2,0,4,10.0,53
1,56,2,2,3,10.0,-6
1,50,2,2,1,10.0,-10
1,66,2,2,4,10.0,-46
1,87,2,0,1,10.0,114
1,47,2,0,4,10.0,11
1,37,2,0,3,10.0,83
1,138,0,2,4,10.0,53
1,35,2,0,6,10.0,214
1,74,2,2,3,10.0,24
1,48,0,2,3,10.0,-20
1,46,2,2,4,10.0,-82
1,84,2,2,4,10.0,26
1,22,0,2,3,10.0,170
0,40,2,2,4,10.0,-38
1,89,2,0,1,10.0,8
0,70,2,2,4,10.0,-35
1,82,0,2,1,10.0,-51
1,56,3,2,5,10.0,-116
1,141,2,0,3,10.0,100
1,89,3,0,3,10.0,18
1,82,3,2,4,10.0,50
1,94,2,2,4,10.0,-20
1,46,2,2,1,10.0,104
1,55,2,0,1,10.0,148
1,124,3,2,3,10.0,-53
1,45,2,0,3,10.0,8
1,89,2,0,3,10.0,18
1,112,2,2,1,10.0,4
1,116,0,2,1,10.0,19
1,53,3,0,5,8.0,-16
0,30,2,0,5,8.0,586
1,94,3,2,2,8.0,86
1,74,2,0,4,8.0,194
1,50,3,2,2,12.0,2
1,73,2,0,4,8.0,-68
1,58,2,2,4,10.0,-129
1,54,2,2,5,11.0,-104
1,43,2,2,5,13.0,107
1,54,3,2,5,10.0,30
0,60,2,2,4,10.0,-194
1,34,2,2,9,8.0,126
1,67,2,0,6,8.0,-126
1,44,2,2,7,14.0,84
1,25,2,0,9,14.0,-84
0,52,3,2,1,8.0,-271
0,41,3,0,16,8.0,271
0,44,3,2,1,10.0,-104
1,69,3,0,1,22.0,-53
1,65,3,0,3,10.0,-14
1,50,2,2,7,8.0,-331
1,116,3,2,2,8.0,-309
1,69,2,0,2,8.0,239
1,80,0,2,7,8.0,-81
0,46,2,2,3,14.0,-220
0,39,2,0,2,14.0,220
1,15,3,0,3,28.0,173
1,23,2,0,2,25.0,221
1,59,3,0,3,25.0,208
1,56,2,2,1,25.0,-188
1,52,0,2,1,25.0,-239
1,68,2,2,1,25.0,-228
1,37,2,0,2,25.0,341
1,33,2,0,2,25.0,299
1,38,2,2,1,25.0,-180
1,35,3,0,3,25.0,692
1,74,1,1,3,25.0,202
1,95,2,0,2,25.0,463
1,45,2,2,1,25.0,-181
1,76,2,2,1,25.0,-300
1,27,2,0,3,25.0,403
1,81,2,0,1,25.0,61
1,50,2,2,1,25.0,66
1,27,2,2,1,25.0,-392
1,38,2,2,1,25.0,-431
1,8,3,2,3,25.0,-226
1,7,3,0,1,25.0,-161
1,37,3,0,3,25.0,286
1,92,2,2,1,25.0,-112
1,55,3,0,3,25.0,93
1,12,0,2,3,25.0,65
1,95,3,0,1,25.0,184
1,110,3,2,3,25.0,258
1,103,3,0,3,25.0,18
1,71,0,0,4,25.0,39
1,122,3,2,1,25.0,-128
1,40,2,2,1,25.0,-143
0,45,0,0,2,25.0,221
1,35,2,0,1,25.0,34
1,86,3,2,2,25.0,201
1,55,3,0,4,25.0,504
1,39,2,2,2,25.0,310
1,61,3,0,3,25.0,237
1,82,2,2,2,25.0,-144
1,19,0,0,2,25.0,192
1,12,2,2,1,25.0,-176
1,21,2,0,3,25.0,461
1,60,0,2,1,25.0,-410
1,35,0,0,3,25.0,194
1,21,2,0,3,25.0,447
1,53,3,0,2,15.0,62
1,40,2,2,2,15.0,-44
1,59,2,0,4,10.0,95
1,43,2,0,12,8.0,53
1,43,3,0,2,10.0,32
1,63,3,0,4,8.0,104
1,57,3,0,3,8.0,-71
1,91,2,0,3,9.0,-13
1,61,0,0,3,9.0,37
1,103,2,0,2,10.0,-27
1,57,2,0,3,10.0,-77
1,60,2,2,7,9.0,25
1,142,3,2,2,10.0,217
1,99,3,0,4,10.0,-80
1,45,2,0,12,8.0,-39
1,72,2,2,3,10.0,-93
1,53,2,0,5,10.0,34
1,61,2,2,3,8.0,-17
1,50,3,2,3,8.0,40
1,73,0,0,7,8.0,81
1,85,3,0,5,11.0,232
1,69,3,0,5,10.0,109
1,43,3,0,2,10.0,-141
1,73,3,0,3,10.0,131
1,59,2,0,3,8.0,23
1,73,3,0,7,8.0,34
1,36,3,2,6,10.0,-52
1,99,2,0,2,10.0,283
1,78,2,2,1,10.0,-78
1,67,3,0,3,8.0,-25
1,89,3,0,4,10.0,-15
1,87,0,0,4,9.0,75
1,111,3,0,5,10.0,74
1,66,3,2,1,8.0,-52
1,71,2,0,6,8.0,239
1,72,2,2,2,12.0,-526
1,60,3,2,8,10.0,-632
1,59,2,0,9,10.0,3
1,47,2,0,10,10.0,-76
1,119,2,0,6,25.0,32
1,41,2,0,3,10.0,-26
1,81,1,1,6,10.0,5
1,116,0,2,3,10.0,-117
1,99,1,1,10,10.0,235
1,77,2,0,5,10.0,-58
1,81,2,0,5,10.0,230
1,96,1,1,4,10.0,-100
0,10,2,0,2,10.0,-208
1,98,0,2,10,18.0,-348
1,18,2,2,1,10.0,-16
1,95,2,0,3,10.0,-39
1,32,3,2,3,17.0,61
1,43,2,2,6,12.0,-16
1,81,2,2,6,13.0,-54
1,31,3,0,6,11.0,9
1,27,2,0,6,13.0,111
1,42,2,0,3,19.0,-14
1,46,2,0,7,13.0,5
1,124,3,2,7,17.0,144
1,46,0,2,2,17.0,-43
1,85,2,0,2,10.0,19
1,39,3,0,4,13.0,-6
1,38,0,2,4,13.0,-124
1,53,2,0,5,13.0,-25
1,63,2,0,5,13.0,-21
1,37,2,0,8,13.0,251
1,114,1,1,5,13.0,-66
1,52,2,2,14,18.0,-33
0,7,1,1,6,22.0,708
0,56,1,1,10,20.0,-318
1,62,3,2,2,10.0,-860
1,69,2,0,7,10.0,573
1,64,2,2,11,10.0,-479
1,77,2,0,3,10.0,352
1,29,2,0,6,10.0,129
1,86,2,2,10,10.0,-286
1,78,3,2,2,10.0,-567
1,22,1,1,11,10.0,66
1,117,2,0,8,15.0,183
1,27,2,0,5,10.0,223
1,66,3,2,3,10.0,270
1,61,0,0,1,10.0,-70
1,69,2,0,9,10.0,192
1,74,0,2,7,10.0,-189
1,94,3,2,5,10.0,-8
1,75,2,0,4,10.0,125
1,92,0,2,3,10.0,182
1,76,3,2,1,10.0,-284
1,58,2,0,9,10.0,-142
1,119,3,0,8,10.0,476
1,70,2,2,7,10.0,137
1,121,0,0,4,10.0,-37
1,75,2,0,2,10.0,36
1,109,3,0,6,10.0,-2
1,87,2,0,11,10.0,193
1,77,2,0,2,10.0,151
1,87,0,0,12,10.0,156
1,91,3,0,5,10.0,-233
1,50,3,2,8,10.0,-93
1,29,3,0,8,10.0,107
1,117,2,2,5,10.0,51
1,47,2,0,4,10.0,4
1,10,2,0,7,10.0,727
1,108,2,2,3,10.0,-518
1,42,2,2,5,10.0,-176
1,87,3,0,5,10.0,185
1,69,0,0,3,10.0,129
1,94,2,2,5,10.0,-322
1,56,2,2,4,10.0,-30
1,47,2,0,12,10.0,-196
1,113,0,0,10,10.0,331
1,71,2,0,6,10.0,53
1,68,2,2,5,25.0,131
1,28,2,2,6,10.0,-157
1,93,2,0,3,25.0,-20
1,56,2,2,5,10.0,-110
1,31,2,0,6,10.0,-200
1,89,1,1,6,10.0,272
1,71,2,0,2,10.0,144
1,64,2,2,5,10.0,13
1,64,2,2,2,10.0,10
1,59,2,0,7,10.0,-90
1,63,2,2,2,10.0,-236
1,69,3,0,13,10.0,-212
1,45,2,2,9,10.0,110
0,25,2,0,10,10.0,467
1,104,3,2,5,8.0,82
0,33,2,0,10,10.0,379
1,64,3,2,3,13.0,-147
1,62,0,2,6,10.0,-331
1,47,3,0,6,10.0,-252
1,30,2,0,6,10.0,314
1,24,2,0,8,10.0,-77
1,20,2,0,8,46.0,55
0,66,2,2,8,30.0,-64
1,82,2,0,3,30.0,108
1,87,2,0,2,30.0,189
1,19,2,0,4,8.0,13
1,59,3,0,3,22.0,-97
1,31,2,0,5,10.0,-6
1,63,2,0,4,10.0,-167
1,111,2,2,4,10.0,89
1,42,2,2,13,10.0,-46
1,39,2,0,17,10.0,24
1,121,2,0,7,10.0,279
1,12,2,2,4,10.0,-233
1,47,3,0,2,10.0,63
1,15,2,0,7,10.0,720
0,115,3,0,4,8.0,-803
1,97,2,0,4,8.0,803
0,54,2,2,6,8.0,-764
0,70,2,2,5,8.0,764
1,31,2,2,4,8.0,-764
1,60,3,2,8,10.0,667
0,97,2,0,6,8.0,1290
1,22,2,2,11,8.0,-1290
1,69,2,0,3,10.0,-512
1,101,3,0,5,10.0,-514
1,57,2,0,2,10.0,-531
1,76,3,2,3,10.0,342
1,120,2,2,3,10.0,661
0,66,1,1,6,8.0,-805
1,65,0,0,3,10.0,65
1,57,3,0,7,10.0,3
1,100,1,1,3,10.0,0
0,23,2,0,8,11.0,-166
1,26,2,2,7,10.0,-47
1,16,2,2,8,10.0,-6
1,14,2,2,8,10.0,-129
1,78,1,1,4,10.0,63
1,4,2,0,4,10.0,332
1,85,2,0,4,10.0,1
1,7,1,1,3,10.0,-1
1,44,2,2,4,10.0,-167
1,61,3,0,6,10.0,14
1,47,2,2,7,10.0,-73
1,27,0,0,4,10.0,-39
1,36,2,0,5,10.0,40
1,92,2,2,4,10.0,30
1,36,2,2,4,8.0,52
1,42,2,2,4,8.0,-121
1,102,2,2,10,18.0,-36
1,88,3,2,3,15.0,-2
1,112,0,2,5,15.0,-30
1,39,2,0,8,13.0,-8
1,63,3,0,6,13.0,-14
1,35,2,0,5,20.0,-26
1,43,2,2,8,20.0,-43
1,120,3,2,4,15.0,16
